author,year,title,container,publisher,doi,url,File,ID
"c(""Runge"", ""Kendall"", ""Nichols""); c(""M.C."", ""W.L."", ""J.D."")",2004,Exploitation,Bird ecology and conservation a handbook of techniques,Oxford University Press,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3866
"c(""Runge"", ""Sauer"", ""Avery"", ""Blackwell"", ""Koneff""); c(""M.C."", ""J.R."", ""M.L."", ""B.F."", ""M.D."")",2009,Assessing allowable take of migratory birds,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3867
"c(""Scherr"", ""Bowman"", ""Abraham""); c(""H."", ""J."", ""K.F."")",2010,"Migration and winter movements of double-crested cormorants breeding in Georgian Bay, Ontario",Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3868
Sheehan; K.,2013,"Distribution, ecology, and trophic relationships of a colonial waterbird: the doublecrested cormorant",,Clemson University,,https://tigerprints.clemson.edu/all_dissertations/1230,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3869
Ludwig; F.E.; II,"2012, 1979",Annual survival of double-crested cormorants from the Great Lakes,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3870
"c(""Fish"", ""Service""); c(""U.S."", ""Wildlife"")",2009,Migratory bird permits: revision of expiration dates for doublecrested cormorant depredation orders,Federal Register,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3871
"c(""Fish"", ""Service""); c(""U.S."", ""Wildlife"")",2020,"Double-crested cormorant western population status evaluation, final annual 2019 report",Unpublished Report by Migratory Birds and Habitat Programs US Fish and Wildlife Service,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3872
Wade; P.,1998,Calculating limits to the allowable human-caused mortality of cetaceans and pinnipeds,Marine Mammal Science,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3873
"c(""Aderman"", ""Hill""); c(""A.R."", ""E.P."")",1995,Locations and numbers of double-crested cormorants using winter roosts in the Delta region of Mississippi,Colonial Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3874
"c(""Adkins"", ""Roby"", ""Lyons"", ""Courtot"", ""Collis"", ""Carter"", ""Shuford"", ""Capitolo""); c(""J.Y."", ""D.D."", ""D.E."", ""K.N."", ""K."", ""H.R."", ""W.D."", ""P.J."")",2014,"Recent population size, trends, and limiting factors for the double-crested cormorant in western North America",Journal of Wildlife Management,,10.1002/jwmg.737,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3875
Adrean; L.,2013,,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3876
"c(""Council"", ""Council"", ""Ayers"", ""Hanson-Dorr"", ""O^a??Dell"", ""Lovell"", ""Jones"", ""Suckow"", ""Dorr""); c(""Atlantic Flyway"", ""Mississippi Flyway"", ""C.R."", ""K.C."", ""S."", ""C.D."", ""M.L."", ""J.R."", ""B.S."")","2010, 2015",,,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3877
,,Impacts of colonial waterbirds on vegetation and potential restoration of island habitats,Restoration Ecology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3878
"c(""B~A(c)dard"", ""Nadeau"", ""Lepage""); c(""J."", ""A."", ""M."")",1995,Double-crested Cormorant culling in the St. Lawrence River Estuary,Colonial Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3879
R.D. Clark; J.P.Ludwig; Jr.,1999,Impact of double-crested cormorant predation on the yellow perch population of the Les Cheneaux Islands of Michigan,Pages 4759 In Symposium on Doublecrested Cormorants Population Status and Management Issues in the Midwest ME,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3880
"c(""Berkeley"", ""Hixon"", ""Larson"", ""Love""); c(""S.A."", ""M.A."", ""R.J."", ""M.S."")",2004,Fisheries Sustainability via Protection of Age Structure and Spatial Distribution of Fish Populations,Fisheries,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3881
Laboratory; Bird Banding,,Longevity Records of North American Birds,Version 20192 Patuxent Wildlife Research Center US Geological Survey,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3882
"c(""Bivings"", ""Hoy"", ""Jones""); c(""A.E."", ""M.D."", ""J.W."")",1989,Fall food habits of double-crested cormorants in Arkansas,Great Plains Wildlife Damage Control Workshop Proceedings Paper 416,,,http://digitalcommons.unl.edu/gpwdcwp/416.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3883
"c(""Blockpoel"", ""Blohm""); c(""H."", ""R.J."")","1976, 1989","Bird hazards to aircraft. Books Canada Inc, Introduction to harvest: understanding surveys and season setting",Proceedings of the International Waterfowl Symposium,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3884
"c(""Boutin"", ""Dobbie"", ""Carpenter"", ""Hebert""); c(""C."", ""T."", ""D."", ""C.E."")",2011,"Effects of double-crested cormorants (Phalacrocorax auritus Less.) on island vegetation, seedbank, and soil chemistry: Evaluating island restoration potential",Restoration Ecology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3885
"c(""Burnett"", ""Ringler"", ""Lantry"", ""Johnson""); c(""J.A.D."", ""N.H."", ""B.F."", ""J.H."")",2002,Double-crested cormorant predation on yellow perch in the eastern basin of Lake Ontario,J Great Lakes Res,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3886
Burr; P.C.,2019,Longitudinal evaluation of habitat use and foraging ecology of piscivorous avian species wintering in the Mississippi Delta,,Mississippi State University Department of Wildlife Fisheries and Aquaculture,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3887
Telfair; R.C.; II,1993,Diet of Double-crested Cormorants wintering in Texas,Journal of Field Ornithology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3888
"c(""Carter"", ""Sowls"", ""Rodway"", ""Wilson"", ""Lowe"", ""McChesney"", ""Gress"", ""Anderson""); c(""H.R."", ""A.L."", ""M.S."", ""U.W."", ""R.W."", ""G.J."", ""F."", ""D.W."")",1995,"Population size, trends, and conservation problems of the double-crested cormorants on the Pacific coast of North America",Colonial Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3889
"c(""Chapdelaine"", ""B~A(c)dard""); c(""G."", ""J."")","1995, 1978","Recent changes in the abundance and distribution of the doublecrested cormorant in the St, Colonial Waterbirds 18 (Spec",Publ,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3890
"c(""Charbonneau"", ""Caudill""); c(""Joseph John"", ""J."")","2010, 2010","Conserving America^a??s Fisheries, An Assessment of Economic Contributions from Fisheries and Aquatic Resource Conservation. U.S",Fish and Wildlife Service Division of Economics,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3891
,,,,,,https://www.fws.gov/home/feature/2011/pdf/FisheriesEconomicReport.pdf.,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3892
"c(""Charlebois"", ""Corkum"", ""Jude"", ""Knight""); c(""P.M."", ""L.D."", ""D.J."", ""C."")",2001,The Round Goby (Neogobius melanostomus) invasion: current research and future needs,Journal of Great Lakes Research,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3893
Christie; T.W.,2019,Predation risk of Double-crested Cormorants (Phalacrocorax auritus) on commercial catfish production in the Mississippi Delta,,Mississippi State University,,https://hdl.handle.net/11668/16474,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3894
Senten; J.; van,"2020, 2012","Cormorant Predation of Commercial Catfish Aquaculture in the Mississippi Delta. Virginia Cooperative Extension, Virginia Tech University, A comparison of the behavior and survival of coho salmon (Onchorhynchus kisutch) and steelhead trout (O. mykiss) in a small estuary system",Aquaculture,,,https://www.pubs.ext.vt.edu/content/dam/pubs_ext_vt_edu/AAEC/aaec-231/AAEC-231.pdf,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3895
Coleman; J.T.H.,2009,"Diving behavior, predator-prey dynamics, and management efficacy of doublecrested cormorants in New York state",,Dissertation Cornell University,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3896
"c(""Coleman"", ""Adams"", ""Kandel"", ""Richmond""); c(""J.T.H."", ""C.M."", ""M."", ""M.E."")",2012,Eat the invaders: the prevalence of round goby (Apollonia melanostomus) in the Diet of Double-Crested Cormorants on the Niagara River,Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3897
"c(""Collis"", ""Adamany"", ""Roby"", ""Craig"", ""Lyons""); c(""K."", ""S."", ""D.D."", ""D.P."", ""D.E."")",2000,,,,,http://www.efw.bpa.gov/Environment/EW/EWP/DOCS/REPORTS/DOWNSTRM/D334752.pdf).,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3898
"c(""Collis"", ""Roby"", ""Craig"", ""Ryan"", ""Ledgerwood""); c(""K."", ""D.D."", ""D.P."", ""B.A."", ""R.D."")",2001,"Colonial Waterbird Predation on Juvenile Salmonids Tagged with Passive Integrated Transponders in the Columbia River Estuary: Vulnerability of Different Salmonid Species, Stocks, and Rearing Types",Transactions of the American Fisheries Society,,10.1577/1548-8659(2001)130,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3899
Conniff; R.,1991,Why catfish farmers want to throttle the crow of the sea,Smithsonian,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3900
"c(""Conover"", ""Pitt"", ""Kessler"", ""Dubow"", ""Sanborn""); c(""M.R."", ""W.C."", ""K.K."", ""T.J."", ""W.A."")",1995,"Review of human injuries, illnesses and economic-based losses caused by wildlife in the United States",Wildlife Society Bulletin,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3901
Ornithology; Cornell Lab; of,2010,All about birds,,NetCommunity Pageaspx?pid=1189,,http://www.allaboutbirds.org/,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3902
"c(""Craig"", ""Elbin"", ""Danoff-Burg"", ""Palmer""); c(""E.C."", ""S.B."", ""J.A."", ""M.I."")",2012,Impacts of double-crested cormorants (Phalacrocorax auritus) and other colonial waterbirds on plant and arthropod communities on islands in an urban estuary,Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3903
"c(""Craig"", ""King"", ""Sparks"", ""Curtis""); c(""E.C."", ""D.T."", ""J.P."", ""P.D."")",2016,Aquaculture depredation by double crested cormorants breeding in Eastern North America,Journal of Wildlife Management,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3904
"c(""Craig"", ""Rimstidt"", ""Bonnaffon"", ""Collins"", ""Scanlon""); c(""J.R."", ""J.D."", ""C.A."", ""T.K."", ""P.F."")",1999,Surface water transport of lead at a shooting range,Bulletin of Environmental Contamination and Toxicology,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3905
"c(""Cuthbert"", ""Wires"", ""McKearnan""); c(""F.J."", ""L.R."", ""J.E."")",2002,Potential impacts of nesting double-crested cormorants on great blue herons and black-crowned night-herons in the U.S,Great Lakes Region Journal of Great Lakes Research,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3906
"c(""M."", ""Ellis"", ""Post""); c(""Dalton C."", ""D."", ""D.M."")",2009,"The impact of double-crested cormorant (Phalacrocorax auritus) predation on anadromous alewife (Alosa pseudoharengus) in south-central Connecticut, USA",Canadian Journal of Fisheries and Aquatic Sciences,,10.1139/F08-198,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3907
"c(""DeBruyne"", ""Coleman"", ""Jackson"", ""Rudstram"", ""VanDeValk""); c(""R.L."", ""J.T.H."", ""J.R."", ""L.G."", ""A.J."")",2013,"Analysis of prey selection by double-crested cormorants: a 15-year diet study in Oneida Lake, New York",Transactions of the American Fisheries Society,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3908
"c(""DeBruyne"", ""DeVault"", ""Duerr"", ""Capen"", ""Pogmore"", ""Jackson"", ""Rudstam""); c(""Robin L."", ""Travis L."", ""Adam E."", ""David E."", ""Fred E."", ""James R."", ""Lars G."")",2012,Spatial and temporal comparisons of double-crested cormorant diets following the establishment of alewife in Lake Champlain,,USDA National Wildlife Research Center Staff Publications,,https://digitalcommons.unl.edu/icwdm_usdanwrc/1119,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3909
"c(""DesGranges"", ""Reed""); c(""J.L."", ""A."")",1981,Disturbance and control of selected colonies of double-crested cormorants in Quebec,Colonial Waterbirds,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3910
"c(""DeVault"", ""Belant"", ""Blackwell"", ""Seamans""); c(""T.L."", ""J.L."", ""B.F."", ""T.W."")",2011,Interspecific variation in wildlife hazards to aircraft: implications for wildlife hazard management,Wildlife Society Bulletin,,,,/Users/lizawood/Documents/Davis/R-Projects/govscienceuseR.github.io/data/reference_extracts/20200225_Cormorant_Final_EIS_11-12-2020_signed.json,3911
